id;role_code;module_code;can_create;can_read;can_update;can_delete;created_at;updated_at
238f8661-135f-445a-ae54-6d88972a2c82;agency_admin;clients;true;true;true;true;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
de6683d9-aa38-4361-a6ee-6d4a3ee0e4c3;agency_admin;shifts;true;true;true;true;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
9d553295-f84f-4ee5-80ed-26ba88864041;agency_admin;orders;true;true;true;true;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
75c7cf96-5c2b-44bc-9e7e-04cc0916a902;agency_admin;availability;true;true;true;true;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
40a0b97a-6fbf-47e2-9b9d-55d00f5be045;agency_admin;time_off;true;true;true;true;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
a0a1bc8c-a1a3-4bb7-9b89-9330542f9816;agency_admin;shift_trades;true;true;true;true;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
9d24d5f1-a719-425f-b3e6-d80332883972;agency_admin;care_types;true;true;true;true;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
c58684ce-d11e-42c5-88eb-28eb42695645;agency_admin;care_needs;true;true;true;true;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
7492b53d-6e05-4395-a143-9f6ec6ab12f1;agency_admin;reports;true;true;true;true;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
ceec17fd-8dbe-429d-bd6f-c657d1574cc1;agency_admin;agency;true;true;true;true;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
29c53f77-8d70-45fd-a81a-a1636717868a;manager;users;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
9b5651f8-0f4c-4396-81cd-f93cc893de57;manager;user_roles;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
67691dc7-0967-41a2-b8ec-60f61786efa7;manager;system_roles;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
f160d6ea-44e1-4334-b66e-131ebe7f5e88;manager;caregivers;true;true;true;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
ba3461ad-a8cc-4e00-bf6a-f04fe06fd05a;manager;clients;true;true;true;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
d5ec8a7e-d05d-4f0c-ae9d-5d18f8d2893c;manager;shifts;true;true;true;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
6790880f-2def-4877-a1cd-b64779127550;manager;orders;true;true;true;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
ee118f7a-fefa-4df0-88b3-1e48cfdc4989;manager;availability;true;true;true;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
5095445b-ffbf-48f3-a705-b72aeb0b6e31;manager;time_off;true;true;true;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
910ba260-47d7-49b4-b272-c12694d405f9;manager;shift_trades;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
14373bb3-a5be-4229-9403-5251e28a52ea;manager;care_types;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
15d114d2-2431-44aa-b77f-cabbb91657e7;manager;care_needs;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
1aabaab1-a9b7-4f6e-99a8-a5287ced9a65;manager;agency;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
e049d4df-18d3-4a79-ae35-90ff5692647e;scheduler;users;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
db806807-7e93-457c-82a4-9cf68df6e8f2;scheduler;user_roles;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
1e4accb2-56f6-4b1d-849f-8ef00d4eb39e;scheduler;system_roles;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
ccd36859-8e2a-406d-a89f-376996cbd095;scheduler;availability;true;true;true;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
3ac4bbd7-1884-4aa6-ad1d-d927ad0ff727;scheduler;time_off;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
6aa20795-1928-4bb3-bf12-fa94619476bd;scheduler;shift_trades;false;true;true;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
396dfd07-82cb-4248-86b0-70c615abf755;scheduler;care_types;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
f139aafa-5895-4bdd-aa44-b83a8947a40c;scheduler;care_needs;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
f216d8c7-30b0-45d3-9fbb-c36c271bc670;scheduler;reports;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
ad7c245e-f6f5-4214-a6b8-ce37f3857888;scheduler;agency;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
0d769ae1-97b8-4a85-841c-586066f4ff6a;hr_staff;users;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
6933a11e-0e43-4b34-a8fe-08f5c0171b6b;hr_staff;user_roles;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
a6009864-51f5-4b8c-97cb-226f44428c7c;hr_staff;system_roles;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
2d57baea-b7c4-463b-a77e-01725250a645;hr_staff;caregivers;true;true;true;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
a9200e1f-7454-4edb-b1a3-421f8787fd39;hr_staff;clients;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
377b38a9-9591-4288-a5a5-f5b985423253;hr_staff;shifts;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
be495acd-c15a-405e-91ca-02cdee80a368;hr_staff;orders;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
d6aaebc2-ddfe-4dd6-bbf8-224d834aa8cc;hr_staff;availability;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
7463e8f0-a1a4-4f31-a3a7-c0d774ea6fe3;hr_staff;time_off;true;true;true;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
9ba8cbcd-6329-4fd6-8eb4-6d88c8ef4e9e;hr_staff;shift_trades;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
e3d8b932-7abc-4fd4-b080-1667b1a03731;hr_staff;care_types;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
7cdcb04d-a768-4811-aeaf-f72dfdb5bace;hr_staff;care_needs;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
6d090100-7b39-4b6a-826e-a1743ab48c4a;hr_staff;reports;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
5e517e13-208d-44d5-aab2-a5d51b21184f;hr_staff;agency;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
1ce819eb-f8d8-4ca7-948a-d86c07b798f7;caregiver;users;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
bd501caa-98b2-43bd-8367-2b700f4283b5;caregiver;user_roles;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
98491277-0dbd-467f-8a01-0dabbd8d6f36;caregiver;system_roles;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
2562d8f2-fe6e-4ada-901b-89f402c7ac70;caregiver;caregivers;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
1f0b64b4-ea09-4238-b922-d64ef4ab1f43;caregiver;clients;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
ce45f5eb-d7d9-4d8b-a313-66f1304a1742;caregiver;shifts;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
50530115-286a-47a3-9685-75a21bef9c3c;caregiver;orders;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
d8286710-13a0-45e0-ad4f-b1a815d4ceb7;caregiver;availability;true;true;true;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
148bcfbc-d04c-45a4-a35c-23a335dd33be;caregiver;time_off;true;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
42d8bffb-ac09-4c90-a822-b00757bc622b;caregiver;shift_trades;true;true;true;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
8c967eb1-7f61-4f2d-8a55-6ab2b5e54c02;caregiver;care_types;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
5b50caa4-a1b9-49f3-91f4-95f7001ea140;caregiver;care_needs;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
cb2c66d2-cedf-4985-8cad-026e64c0db01;caregiver;reports;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
af959f9c-7d94-4866-929d-017b9a541c39;caregiver;agency;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
82ed3932-8858-42f0-82cf-4d899cd9c2ca;client;users;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
38f8e580-6e0f-433e-96e3-c0a5f92f61d2;client;user_roles;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
6a4abc58-6238-4d2e-b70a-99766d526ea9;client;system_roles;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
0a5a3e43-b409-41d3-9972-1adee438dc67;client;caregivers;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
e60174ca-fab1-41fa-93fe-ae9937d91f4c;client;clients;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
0d44ef18-e8ef-4565-b7e0-470a0e5f1677;client;shifts;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
233bc23a-6145-4ae9-baf2-36b98a9e532a;client;orders;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
4481b2b6-d646-4c4f-b575-25fa511af46f;client;availability;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
ec1f32ac-7cbc-4f6d-9520-a57185daa0d0;client;time_off;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
d52c3a43-84cc-4451-a35f-2c9daa2ab489;client;shift_trades;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
f7d40a66-0cbd-49fd-a192-b69bd16d0b6e;client;care_types;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
05458a41-72c9-4b7f-adb0-c569e9a376c2;client;care_needs;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
ad898415-1f86-4425-8266-792d20e2fb99;client;reports;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
03ef133a-9f33-4c3d-805a-948f58aeda12;client;agency;false;false;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 01:12:09.381606+00
10ef12e7-0d2f-4d85-94da-2254f8dfcfb9;system_admin;agency_settings;true;true;true;true;2025-11-08 01:36:12.736647+00;2025-11-08 01:36:12.736647+00
adbaabc1-ebc5-4a32-a7b8-24b95672dd91;agency_admin;agency_settings;false;true;true;false;2025-11-08 01:36:12.736647+00;2025-11-08 01:36:12.736647+00
7617fc0a-364d-465e-8b76-b97f0f521f17;manager;agency_settings;false;true;false;false;2025-11-08 01:36:12.736647+00;2025-11-08 01:36:12.736647+00
2b433608-5a08-44d2-b996-357467ffdd15;scheduler;agency_settings;false;true;false;false;2025-11-08 01:36:12.736647+00;2025-11-08 01:36:12.736647+00
918844b8-a95a-4910-8cbe-f4bb8e433808;hr_staff;agency_settings;false;true;false;false;2025-11-08 01:36:12.736647+00;2025-11-08 01:36:12.736647+00
7e8c16e6-bb37-40fe-9ecf-23247812a90e;caregiver;agency_settings;false;false;false;false;2025-11-08 01:36:12.736647+00;2025-11-08 01:36:12.736647+00
a6cb2512-6927-4438-b5bc-31eb221c4435;client;agency_settings;false;false;false;false;2025-11-08 01:36:12.736647+00;2025-11-08 01:36:12.736647+00
d69c66b2-e9d5-4f40-a6fd-070adb28b047;system_admin;auto_schedule;true;true;true;true;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
bb2e9436-21d7-4366-80ad-be81e5212dc4;system_admin;available_shifts;true;true;true;true;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
5be02a3b-8239-4b83-8b1e-803344ea6f1c;system_admin;caregiver_approvals;true;true;true;true;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
61e4eaee-8894-4c8d-be0b-697804b35cb9;system_admin;caregiver_registration;true;true;true;true;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
1fbee5d3-d453-41f2-842a-e5fb9ff39728;system_admin;live_operations;true;true;true;true;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
0cdf70eb-ca85-46a0-8fde-dd53df485cca;system_admin;quick_assign;true;true;true;true;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
1d867474-bdc7-4604-9622-ea4647ebe044;agency_admin;auto_schedule;true;true;true;true;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
d6518505-e824-499c-890e-b11c3d0dcef9;agency_admin;available_shifts;true;true;true;true;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
7c7ed254-2788-43ed-99ff-b54caded8939;agency_admin;caregiver_approvals;true;true;true;true;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
fff10ac2-99ff-4c52-9404-ea601d72045f;agency_admin;caregiver_registration;true;true;true;true;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
04bcc2ec-afd5-4ee7-a18a-ff1761e81048;agency_admin;live_operations;true;true;true;true;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
14375b7b-40c4-4d5e-93fa-dc64ec1d6da7;agency_admin;quick_assign;true;true;true;true;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
b18bea58-fbd5-4f47-9256-6e506a5be2fe;scheduler;caregiver_approvals;false;true;false;false;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
26b6e0a3-f480-4971-9f04-5c437da7b4be;scheduler;live_operations;false;true;false;false;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
ec6154ee-af6e-4634-8eb5-0349c18dbb18;manager;auto_schedule;false;true;false;false;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
3cf36224-8552-4085-9b84-36eef69fb036;manager;available_shifts;false;true;false;false;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
8237414b-b58a-4c68-a029-daf59e431cac;manager;caregiver_approvals;true;true;true;false;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
955de7a0-48e2-4ea1-94b8-125230d9656d;manager;live_operations;false;true;false;false;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
20fd0b7b-8024-4bf1-9d8c-d16124ce0fb2;manager;quick_assign;false;true;false;false;2025-11-08 01:54:33.660297+00;2025-11-08 01:54:33.660297+00
d885eaf4-2ee8-4b70-b084-a119dd258ed2;caregiver;available_shifts;false;true;false;false;2025-11-08 02:13:40.166173+00;2025-11-08 02:13:40.166173+00
6a4afa70-bf4c-4ba6-9d9a-36c38b70baac;caregiver;caregiver_dashboard;false;true;false;false;2025-11-08 02:13:40.166173+00;2025-11-08 02:13:40.166173+00
26bf23bd-889e-4557-988c-51fc53301e13;caregiver;caregiver_time_off;true;true;true;false;2025-11-08 02:13:40.166173+00;2025-11-08 02:13:40.166173+00
560267d9-36c5-45d5-9f46-8d74524cb147;caregiver;caregiver_settings;false;true;true;false;2025-11-08 02:13:40.166173+00;2025-11-08 02:13:40.166173+00
db05f776-2009-4647-b358-c6f39956bcaa;client;client_dashboard;false;true;false;false;2025-11-08 02:13:40.166173+00;2025-11-08 02:13:40.166173+00
3d330573-f47b-4902-a3e3-d3db83a3c071;manager;caregiver_registration;false;true;false;false;2025-11-08 02:43:21.86532+00;2025-11-08 02:43:21.86532+00
f322eff5-8321-4344-adef-121b12a65854;manager;reports;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 02:43:21.86532+00
e031a9ce-d21d-4184-8c37-68262f7b18b1;scheduler;shifts;true;true;true;false;2025-11-08 01:12:09.381606+00;2025-11-08 02:43:21.86532+00
0fc850e1-8826-4607-a395-3da6a3895cdb;scheduler;auto_schedule;true;true;true;false;2025-11-08 01:54:33.660297+00;2025-11-08 02:43:21.86532+00
9b294141-da8b-4f79-9e8b-12b99ba9a656;scheduler;available_shifts;false;true;false;false;2025-11-08 01:54:33.660297+00;2025-11-08 02:43:21.86532+00
b98d5813-c8d3-4a1b-9b55-c50df5b3d982;scheduler;quick_assign;true;true;true;false;2025-11-08 01:54:33.660297+00;2025-11-08 02:43:21.86532+00
64a87148-2242-4896-b436-ca60bf273323;scheduler;orders;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 02:43:21.86532+00
3e61a61d-e6d6-4fae-bd29-ae6e37ad3949;scheduler;caregivers;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 02:43:21.86532+00
b4ce3219-9b60-46f8-b067-4bf1e0638cbe;scheduler;clients;false;true;false;false;2025-11-08 01:12:09.381606+00;2025-11-08 02:43:21.86532+00
