id;caregiver_id;day_of_week;start_time;end_time;is_available;created_at;updated_at
4a883b6b-0710-4386-94d6-8ad99b537af4;efcc4a22-eacc-4678-b12d-8cfe2986b5f8;2;09:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
46ac634b-b297-4c5e-8529-910b3be5a5cb;efcc4a22-eacc-4678-b12d-8cfe2986b5f8;3;09:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
869f5027-d8ab-4aa9-a5b3-a8f3d7628cce;efcc4a22-eacc-4678-b12d-8cfe2986b5f8;4;09:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
9472c13f-d680-4982-821c-c16d0963c096;efcc4a22-eacc-4678-b12d-8cfe2986b5f8;5;09:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
760875a1-6678-4a59-b4ff-24dcb00ba931;e19115c8-74d5-467f-be45-624b25aa77bc;1;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
6cafc0ca-ae6d-40c1-9cb3-77b9d2d5557d;e19115c8-74d5-467f-be45-624b25aa77bc;2;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
151422c3-4b62-457b-a5cd-4443811022f7;e19115c8-74d5-467f-be45-624b25aa77bc;3;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
3383d430-b0d5-4373-a5e0-85bf6e0a6bae;e19115c8-74d5-467f-be45-624b25aa77bc;4;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
714bfc30-6bec-43cd-96a5-72c14567ad7a;e19115c8-74d5-467f-be45-624b25aa77bc;5;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
2969206b-7119-4ce2-982d-2eae37b4db70;e19115c8-74d5-467f-be45-624b25aa77bc;6;10:00:00;15:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
24bf11bd-2354-477a-a65b-cde9f7a506bf;e19115c8-74d5-467f-be45-624b25aa77bc;0;10:00:00;15:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
ba43ad4e-1db0-4fb9-8f1e-b8137f564439;a5200e37-f734-4cd9-9b46-29e1d2721c82;1;07:00:00;15:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
c9cf3d4f-ad55-405e-a28b-b37018d2333c;a5200e37-f734-4cd9-9b46-29e1d2721c82;2;07:00:00;15:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
e71f4203-84ad-4cec-a162-b479c3e0ec68;a5200e37-f734-4cd9-9b46-29e1d2721c82;3;07:00:00;15:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
1ed7fa19-4527-4d56-a3c6-3e62804c134a;a5200e37-f734-4cd9-9b46-29e1d2721c82;4;07:00:00;15:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
341e49ef-04ea-4cc6-af2c-44a64c28a02f;a5200e37-f734-4cd9-9b46-29e1d2721c82;5;07:00:00;15:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
0d8b9f4e-4a11-458b-87ae-4fc864ed8736;f50559ac-34a0-41ae-8fc1-78ee4558313b;1;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
caf780dd-84dd-4ee0-bdcd-af381e6ed5eb;f50559ac-34a0-41ae-8fc1-78ee4558313b;2;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
8113b274-eecb-4e4b-955d-dcd27279f66c;f50559ac-34a0-41ae-8fc1-78ee4558313b;3;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
f6e47205-440c-4caa-8ef6-b22b9a4afcab;f50559ac-34a0-41ae-8fc1-78ee4558313b;4;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
ec32a226-7b99-4260-8a5c-a3285bad24ab;f50559ac-34a0-41ae-8fc1-78ee4558313b;5;08:00:00;17:00:00;true;2025-11-08 04:03:36.68471+00;2025-11-08 04:03:36.68471+00
